        MR         R2
 9.348E+02  9.988E-03
 7.070E+02  7.858E-03
 6.655E+02  2.712E-02
 3.526E+02  2.275E-01
 6.765E+02  3.815E-02
 6.812E+02  4.015E-02
 1.035E+03  4.447E-03
 4.309E+02  2.510E-01
 5.041E+02  6.195E-03
 4.441E+02  6.527E-02
 1.234E+03  1.016E-02
 5.916E+02  3.420E-02
 4.218E+02  3.541E-01
 4.429E+02  3.866E-02
 5.573E+02  3.154E-02
 6.461E+02  3.883E-03
 7.558E+02  6.222E-02
 4.477E+02  7.045E-02
 1.412E+03  3.930E-03
 3.253E+02  2.735E-02
 5.648E+02  1.639E-02
 4.363E+02  1.728E-02
 5.738E+02  5.360E-02
 6.707E+02  2.455E-02
 3.898E+02  3.757E-02
 5.475E+02  5.485E-02
 6.535E+02  2.005E-03
 6.767E+02  1.272E-01
 4.971E+02  2.322E-02
 7.697E+02  1.297E-02
 6.484E+02  5.371E-02
 6.729E+02  2.012E-02
 7.239E+02  1.073E-01
 5.186E+02  2.997E-02
 1.603E+03  1.078E-03
 4.152E+02  2.240E-01
 3.952E+02  4.013E-02
 7.922E+02  1.653E-02
 6.369E+02  2.075E-02
 5.413E+02  1.164E-01
 4.267E+02  1.998E-02
 6.144E+02  2.613E-03
 5.188E+02  2.645E-02
 3.567E+02  2.697E-02
 1.097E+03  1.951E-02
 6.479E+02  6.141E-02
 1.260E+03  1.442E-02
 2.752E+02  3.285E-01
 8.738E+02  4.020E-02
 5.230E+02  3.962E-02
 9.371E+02  2.106E-02
 6.037E+02  3.966E-02
 5.158E+02  2.210E-02
 5.391E+02  5.314E-02
 6.485E+02  1.691E-01
 1.097E+03  1.415E-02
 4.014E+02  1.843E-01
 4.787E+02  1.894E-02
 5.442E+02  5.196E-02
 5.993E+02  9.361E-03
 3.148E+02  9.255E-02
 2.502E+03  2.379E-03
 5.384E+02  5.486E-02
 1.011E+03  1.340E-02
 5.568E+02  4.463E-02
 6.690E+02  1.323E-02
 8.303E+02  2.511E-02
 6.304E+02  1.396E-01
 1.015E+03  2.968E-02
 4.196E+02  1.126E-01
 1.039E+03  1.338E-03
 3.853E+02  1.214E-01
 5.284E+02  5.429E-02
 7.209E+02  2.882E-02
 7.573E+02  3.388E-02
 8.001E+02  3.766E-02
 6.003E+02  5.117E-02
 4.666E+02  1.468E-02
 5.748E+02  1.920E-01
 5.336E+02  6.781E-02
 3.682E+02  7.384E-02
 1.818E+03  1.570E-03
 1.190E+03  1.664E-02
 1.835E+03  3.162E-03
 1.068E+03  1.054E-02
 3.614E+02  5.447E-02
 8.118E+02  1.052E-02
 8.292E+02  1.705E-02
 4.488E+02  2.481E-02
 5.780E+02  1.272E-01
 1.056E+03  1.866E-03
 4.411E+02  2.910E-02
 6.325E+02  1.239E-01
 6.490E+02  1.783E-02
 4.533E+02  2.099E-01
 1.493E+03  1.696E-03
 7.382E+02  1.635E-02
 8.174E+02  1.675E-02
 4.623E+02  1.988E-02
 1.182E+03  6.604E-03
 5.569E+02  2.530E-02
 9.717E+02  3.483E-02
 5.030E+02  1.024E-01
 6.863E+02  2.599E-02
 7.748E+02  2.868E-02
 3.453E+02  2.170E-01
 5.233E+02  1.976E-02
 9.143E+02  2.295E-02
 6.952E+02  6.323E-02
 6.950E+02  1.003E-01
 4.749E+02  9.660E-02
 3.789E+02  3.550E-02
 6.817E+02  1.856E-02
 9.465E+02  2.544E-02
 5.220E+02  2.097E-02
 8.352E+02  2.196E-02
 6.572E+02  7.328E-02
 5.110E+02  9.337E-03
 5.707E+02  1.049E-02
 6.806E+02  1.253E-02
 5.833E+02  1.653E-02
 5.263E+02  6.067E-02
 9.965E+02  4.347E-03
 5.476E+02  4.505E-02
 1.192E+03  1.566E-02
 3.613E+02  8.968E-02
 4.784E+02  2.728E-02
 4.693E+02  2.607E-02
 9.226E+02  6.428E-03
 3.818E+02  4.857E-02
 4.891E+02  9.775E-02
 5.540E+02  1.855E-01
 5.573E+02  6.388E-02
 8.812E+02  8.700E-03
 1.101E+03  1.453E-01
 9.208E+02  1.396E-02
 1.014E+03  3.452E-03
 4.126E+02  1.622E-01
 6.646E+02  3.286E-02
 5.017E+02  2.103E-01
 4.962E+02  1.948E-02
 1.064E+03  5.353E-03
 3.688E+02  3.476E-01
 5.050E+02  2.706E-02
 8.044E+02  1.964E-02
 1.783E+03  8.051E-03
 1.638E+03  1.846E-02
 1.234E+03  3.108E-03
 9.041E+02  9.826E-03
 9.191E+02  1.295E-02
 7.765E+02  5.125E-03
 6.512E+02  3.039E-02
 6.225E+02  1.618E-02
 1.033E+03  2.695E-02
 5.717E+02  1.395E-01
 5.522E+02  1.030E-01
 5.506E+02  4.043E-02
 3.758E+02  1.280E-01
 3.978E+02  2.517E-02
 7.076E+02  6.181E-02
 2.033E+03  5.338E-02
 9.119E+02  5.653E-02
 6.296E+02  5.256E-02
 4.062E+02  5.142E-02
 6.660E+02  1.812E-02
 6.994E+02  2.089E-02
 7.288E+02  1.400E-02
 7.626E+02  2.260E-02
 7.047E+02  1.388E-02
 7.207E+02  9.083E-02
 6.967E+02  3.793E-03
 9.079E+02  2.215E-02
 5.609E+02  3.925E-02
 8.082E+02  2.161E-02
 5.927E+02  3.050E-02
 7.641E+02  7.314E-03
 7.459E+02  5.076E-02
 5.331E+02  1.380E-01
 3.691E+02  1.374E-01
 1.688E+03  2.295E-03
 6.480E+02  2.273E-01
 6.470E+02  8.330E-03
 5.166E+02  1.658E-02
 6.420E+02  1.500E-02
 8.500E+02  7.038E-02
 5.824E+02  2.693E-02
 5.181E+02  4.180E-02
 8.025E+02  1.494E-03
 6.047E+02  2.385E-02
 1.057E+03  8.220E-03
 7.830E+02  9.449E-03
 4.353E+02  2.241E-02
 6.160E+02  7.136E-02
 6.035E+02  2.330E-02
 1.151E+03  2.390E-04
 1.020E+03  4.860E-02
 4.399E+02  7.894E-02
 5.321E+02  1.175E-02
 5.295E+02  7.292E-02
 7.905E+02  8.706E-02
 4.024E+02  6.562E-02
 6.292E+02  3.960E-02
 9.043E+02  4.671E-02
 1.233E+03  4.100E-03
 7.958E+02  3.534E-02
 6.337E+02  3.779E-02
 6.835E+02  1.335E-01
 1.626E+03  1.291E-02
 4.739E+02  1.664E-01
 4.796E+02  3.678E-02
 5.466E+02  1.128E-02
 3.413E+02  4.423E-01
 7.432E+02  5.779E-02
 4.657E+02  3.778E-02
 5.091E+02  1.349E-01
 7.352E+02  1.511E-02
 4.845E+02  4.555E-02
 5.856E+02  4.484E-02
 1.741E+03  2.566E-03
 7.926E+02  1.566E-01
 3.773E+02  4.383E-01
 6.812E+02  7.310E-03
 5.203E+02  3.541E-02
 4.969E+02  1.742E-01
 5.077E+02  1.038E-01
 1.562E+03  1.376E-03
 3.674E+02  4.149E-02
 6.328E+02  8.470E-02
 3.856E+02  4.245E-02
 3.049E+02  2.011E-01
 4.257E+02  8.585E-02
 1.010E+03  2.915E-02
 8.604E+02  2.400E-02
 8.740E+02  1.832E-02
 6.413E+02  6.488E-02
 8.542E+02  3.475E-02
 6.833E+02  1.564E-02
 4.125E+02  1.216E-01
 3.062E+02  5.010E-02
 6.398E+02  9.195E-02
 8.106E+02  1.504E-02
 7.458E+02  1.030E-01
 5.464E+02  1.862E-01
 6.953E+02  1.027E-02
 4.198E+02  2.995E-02
 5.723E+02  1.168E-01
 5.305E+02  8.023E-02
 3.560E+02  5.041E-02
 9.253E+02  5.308E-03
 1.988E+03  4.671E-03
 5.670E+02  2.123E-02
 4.789E+02  2.926E-01
 4.115E+02  1.008E-01
 4.625E+02  1.788E-02
 7.756E+02  2.549E-02
 3.735E+02  2.295E-01
 7.182E+02  5.555E-03
 4.847E+02  6.309E-02
 9.007E+02  3.119E-02
 6.258E+02  2.524E-02
 5.526E+02  2.601E-01
 6.718E+02  7.034E-03
 6.811E+02  6.456E-02
 3.835E+02  1.272E-01
 5.850E+02  2.197E-01
 7.273E+02  1.531E-02
 4.646E+02  4.414E-02
 5.919E+02  4.041E-02
 5.314E+02  3.334E-02
 6.343E+02  8.708E-04
 4.191E+02  2.285E-02
 6.757E+02  3.057E-02
 4.548E+02  1.387E-02
 1.119E+03  1.564E-02
 5.411E+02  1.597E-01
 4.941E+02  1.440E-02
 4.218E+02  2.283E-01
 5.061E+02  1.803E-01
 8.048E+02  1.081E-02
 6.573E+02  5.048E-02
 5.154E+02  3.117E-02
 9.605E+02  4.606E-02
 1.315E+03  2.820E-03
 4.308E+02  2.755E-01
 5.622E+02  1.129E-02
 5.321E+02  1.003E-01
 4.614E+02  6.988E-02
 3.163E+02  8.175E-02
 7.833E+02  3.940E-02
 7.707E+02  4.379E-02
 1.010E+03  7.314E-03
 4.144E+02  5.863E-02
 4.447E+02  2.163E-01
 8.904E+02  1.740E-02
 6.678E+02  3.892E-02
 5.344E+02  1.751E-02
 5.995E+02  2.236E-02
 1.156E+03  3.640E-02
 5.989E+02  1.693E-02
 1.145E+03  1.963E-03
 9.869E+02  4.197E-02
 1.102E+03  1.439E-02
 6.656E+02  6.080E-02
 6.531E+02  3.274E-02
 4.053E+02  1.877E-01
 1.369E+03  1.607E-02
 3.068E+02  1.143E-01
 9.798E+02  2.284E-02
 1.814E+03  8.674E-03
 5.160E+02  3.287E-02
 1.065E+03  1.513E-02
 5.763E+02  3.417E-02
 9.115E+02  2.396E-02
 4.587E+02  3.956E-02
 7.775E+02  4.119E-02
 9.925E+02  9.449E-02
 8.255E+02  2.363E-02
 4.752E+02  8.571E-03
 5.223E+02  2.046E-02
 4.646E+02  2.638E-01
 4.904E+02  1.428E-01
 3.470E+02  1.751E-02
 5.114E+02  3.024E-02
 1.444E+03  4.312E-02
 8.942E+02  1.911E-02
 4.007E+02  3.001E-02
 1.185E+03  1.579E-02
 6.150E+02  2.585E-02
 7.033E+02  1.485E-02
 3.788E+02  6.432E-01
 8.341E+02  2.427E-02
 7.102E+02  5.854E-02
 6.454E+02  1.166E-02
 4.240E+02  2.084E-02
 1.648E+03  2.112E-01
 8.395E+02  2.372E-02
 1.034E+03  5.341E-02
 3.756E+02  3.244E-02
 6.403E+02  1.981E-02
 2.533E+02  5.233E-02
 6.020E+02  2.474E-02
 3.306E+02  9.247E-02
 6.855E+02  1.608E-02
 3.998E+02  1.270E-01
 5.322E+02  2.121E-02
 5.084E+02  3.487E-02
 4.111E+02  1.535E-02
 3.788E+02  1.234E-01
 6.051E+02  1.821E-02
 6.399E+02  6.761E-02
 1.384E+03  4.056E-03
 9.299E+02  3.919E-02
 6.991E+02  1.904E-02
 7.683E+02  6.890E-03
 6.802E+02  2.835E-02
 1.222E+03  5.750E-02
 4.700E+02  2.387E-02
 4.835E+02  1.046E-01
 1.149E+03  1.632E-02
 9.601E+02  2.812E-02
 4.530E+02  4.262E-02
 1.197E+03  3.869E-02
 6.615E+02  1.142E-02
 6.021E+02  2.183E-02
 6.201E+02  8.823E-02
 5.076E+02  2.287E-02
 7.504E+02  2.935E-02
 7.502E+02  3.615E-02
 7.224E+02  5.963E-02
 6.399E+02  5.351E-02
 6.999E+02  2.910E-02
 5.344E+02  4.851E-02
 4.476E+02  7.803E-02
 9.683E+02  9.776E-03
 5.859E+02  1.649E-02
 6.294E+02  1.952E-02
 7.464E+02  2.874E-02
 8.180E+02  2.296E-02
 9.147E+02  5.200E-02
 5.725E+02  9.098E-02
 8.453E+02  8.922E-03
 6.324E+02  3.098E-01
 4.431E+02  2.308E-02
 1.017E+03  2.657E-02
 3.826E+02  4.991E-02
 1.353E+03  9.051E-03
 9.038E+02  6.453E-03
 5.819E+02  1.069E-01
 6.432E+02  8.983E-03
 1.145E+03  2.317E-02
 7.855E+02  4.760E-02
 1.266E+03  5.767E-03
 5.210E+02  6.153E-02
 3.857E+02  1.450E-01
 4.429E+02  1.024E-01
 6.848E+02  6.726E-02
 1.423E+03  5.481E-03
 6.139E+02  3.910E-02
 5.631E+02  1.324E-02
 9.055E+02  6.216E-03
 5.405E+02  2.604E-01
 6.120E+02  6.319E-03
 5.435E+02  1.359E-01
 7.724E+02  3.531E-02
 5.949E+02  8.492E-02
 6.490E+02  4.549E-02
 1.611E+03  3.474E-03
 6.207E+02  3.922E-02
 1.357E+03  1.405E-02
 6.320E+02  2.122E-02
 5.689E+02  4.702E-02
 6.086E+02  1.097E-01
 8.245E+02  1.436E-02
 3.378E+02  2.207E-01
 7.211E+02  3.610E-02
 5.184E+02  2.788E-02
 4.029E+02  6.526E-02
 5.833E+02  3.127E-02
 4.176E+02  2.502E-02
 7.846E+02  7.117E-03
 6.625E+02  2.397E-02
 5.861E+02  4.934E-02
 4.757E+02  5.851E-02
 4.000E+02  3.667E-02
 5.889E+02  4.224E-02
 4.195E+02  2.636E-02
 4.898E+02  3.488E-02
 5.965E+02  1.354E-01
 4.644E+02  2.490E-02
 5.811E+02  2.309E-02
 4.110E+02  8.259E-02
 4.328E+02  7.897E-02
 3.937E+02  1.776E-01
 4.846E+02  6.606E-02
 5.463E+02  1.198E-01
 9.571E+02  3.700E-02
 3.922E+02  3.195E-01
 4.083E+02  6.465E-02
 7.006E+02  2.127E-02
 5.013E+02  2.780E-02
 6.047E+02  4.840E-02
 7.545E+02  1.734E-02
 6.738E+02  4.062E-02
 4.073E+02  2.645E-01
 4.039E+02  2.234E-01
 4.623E+02  1.003E-01
 3.530E+02  2.158E-01
 5.045E+02  4.209E-02
 5.324E+02  7.268E-02
 5.751E+02  1.535E-02
 5.958E+02  2.036E-02
 8.617E+02  6.871E-02
 1.910E+03  8.995E-03
 8.446E+02  1.548E-01
 7.270E+02  2.048E-02
 7.263E+02  5.250E-02
 6.044E+02  2.393E-02
 5.625E+02  4.557E-02
 1.089E+03  9.568E-04
 5.715E+02  6.930E-02
 3.675E+02  2.042E-01
 5.115E+02  1.421E-02
 5.466E+02  1.890E-02
 3.147E+02  1.675E-01
 3.897E+02  9.193E-02
 8.788E+02  4.461E-02
 5.947E+02  2.015E-02
 7.638E+02  5.895E-03
 6.436E+02  2.459E-02
 1.052E+03  8.597E-03
 5.867E+02  1.734E-02
 9.417E+02  8.722E-02
 7.722E+02  1.553E-02
 8.046E+02  1.636E-02
 7.068E+02  1.062E-02
 9.668E+02  5.803E-02
 9.527E+02  1.564E-02
 6.907E+02  1.101E-01
 3.458E+02  2.905E-01
 6.741E+02  6.720E-02
 4.098E+02  5.656E-02
 5.121E+02  1.320E-02
 7.852E+02  5.211E-03
 5.517E+02  1.865E-02
 5.196E+02  2.638E-02
 6.053E+02  2.685E-02
 7.175E+02  7.817E-03
 7.173E+02  3.724E-02
 6.410E+02  1.046E-02
 5.224E+02  3.663E-02
 4.529E+02  6.718E-02
 6.495E+02  4.027E-02
 4.973E+02  1.151E-02
 9.486E+02  1.335E-02
 5.725E+02  3.554E-02
 1.174E+03  1.858E-02
 5.798E+02  4.814E-02
 6.304E+02  7.127E-02
 5.296E+02  9.335E-02
 6.196E+02  7.705E-02
 6.984E+02  3.401E-02
 4.750E+02  3.391E-02
 9.069E+02  7.512E-03
 6.443E+02  5.451E-02
 7.582E+02  1.257E-02
 1.051E+03  4.449E-03
 6.146E+02  1.697E-01
 7.850E+02  1.744E-02
 6.856E+02  4.183E-02
 7.270E+02  2.795E-02
 7.131E+02  1.828E-02
 1.708E+03  1.282E-02
 1.055E+03  2.251E-01
 3.554E+02  4.465E-01
 5.265E+02  3.121E-02
 8.488E+02  1.202E-01
 3.851E+02  1.085E-01
 1.068E+03  2.410E-02
 5.480E+02  5.862E-03
 2.906E+02  3.706E-01
 1.177E+03  4.435E-03
 5.998E+02  1.666E-02
 3.806E+02  2.864E-02
 7.271E+02  2.530E-01
 5.889E+02  4.644E-02
 1.103E+03  7.349E-03
 4.730E+02  8.535E-03
 6.182E+02  3.496E-02
 6.437E+02  5.604E-02
 6.022E+02  1.990E-02
 1.103E+03  5.749E-03
 6.543E+02  3.420E-02
 6.514E+02  2.624E-02
 5.274E+02  5.090E-02
 6.971E+02  3.932E-03
 5.425E+02  7.219E-02
 5.872E+02  6.655E-02
 9.568E+02  9.449E-03
 5.558E+02  3.282E-02
 5.807E+02  1.421E-02
 7.100E+02  1.376E-02
 7.606E+02  9.413E-03
 5.574E+02  3.571E-02
 5.641E+02  1.955E-02
 5.461E+02  4.268E-02
 1.011E+03  2.317E-02
 3.363E+02  1.623E-01
 3.717E+02  1.036E-01
 9.783E+02  1.363E-03
 8.400E+02  4.008E-02
 3.339E+02  4.016E-02
 1.251E+03  1.146E-02
 6.458E+02  7.667E-02
 4.864E+02  5.114E-02
 1.040E+03  2.280E-02
 6.058E+02  1.198E-01
 2.646E+02  5.497E-01
 8.841E+02  8.594E-03
 6.694E+02  2.456E-03
 4.442E+02  7.006E-02
 4.767E+02  1.786E-01
 5.222E+02  3.096E-02
 3.660E+02  6.619E-02
 1.259E+03  1.965E-02
 4.629E+02  1.828E-01
 1.940E+02  2.127E-01
 1.397E+03  7.030E-03
 1.564E+03  1.920E-03
 6.374E+02  7.949E-03
 1.117E+03  2.453E-02
 6.186E+02  1.517E-02
 4.088E+02  3.523E-02
 1.048E+03  6.827E-03
 7.996E+02  3.695E-02
 9.168E+02  4.419E-02
 3.412E+02  8.191E-02
 8.594E+02  2.834E-02
 7.769E+02  1.441E-02
 4.356E+02  3.343E-02
 6.855E+02  2.644E-02
 5.049E+02  1.978E-01
 4.713E+02  1.954E-01
 4.846E+02  2.012E-01
 1.046E+03  2.858E-03
 7.923E+02  1.365E-02
 5.915E+02  4.401E-02
 4.350E+02  1.401E-01
 7.480E+02  1.792E-02
 8.089E+02  7.981E-03
 5.779E+02  1.245E-02
 7.200E+02  1.332E-02
 5.506E+02  2.848E-02
 5.130E+02  8.902E-03
 6.260E+02  3.211E-02
 6.414E+02  7.578E-02
 1.039E+03  6.661E-03
 6.126E+02  2.528E-02
 4.865E+02  1.184E-01
 5.371E+02  3.370E-02
 6.613E+02  1.285E-02
 8.253E+02  1.994E-02
 1.469E+03  1.907E-02
 6.129E+02  1.337E-02
 7.669E+02  1.280E-02
 8.086E+02  1.276E-02
 5.102E+02  3.272E-02
 5.823E+02  3.822E-02
 3.935E+02  1.081E-01
 4.727E+02  2.242E-01
 5.205E+02  3.837E-01
 7.811E+02  1.396E-02
 4.588E+02  6.081E-02
 9.513E+02  6.799E-03
 1.549E+03  1.186E-02
 6.968E+02  1.326E-02
 4.458E+02  4.036E-01
 7.988E+02  1.812E-02
 5.054E+02  4.413E-02
 5.945E+02  5.912E-03
 4.373E+02  9.451E-02
 7.989E+02  2.783E-02
 1.489E+03  1.514E-02
 5.583E+02  2.882E-02
 6.036E+02  2.768E-02
 5.652E+02  1.431E-02
 5.906E+02  3.331E-02
 7.623E+02  6.664E-03
 5.404E+02  4.404E-03
 5.148E+02  6.366E-02
 4.184E+02  1.152E-01
 1.085E+03  7.194E-02
 3.298E+02  5.991E-02
 5.710E+02  1.836E-02
 4.777E+02  2.147E-02
 6.860E+02  1.074E-01
 7.831E+02  1.979E-02
 4.627E+02  1.301E-02
 1.297E+03  9.325E-03
 6.496E+02  4.220E-02
 6.598E+02  4.394E-02
 7.237E+02  4.605E-02
 1.250E+03  1.346E-02
 4.416E+02  5.414E-02
 4.110E+02  6.662E-03
 4.967E+02  6.532E-02
 4.281E+02  1.441E-01
 6.573E+02  3.947E-04
 4.910E+02  5.848E-03
 6.171E+02  3.367E-02
 5.338E+02  1.496E-02
 4.420E+02  2.469E-01
 5.806E+02  1.462E-02
 7.287E+02  1.559E-02
 3.430E+02  3.097E-01
 4.680E+02  2.607E-02
 7.197E+02  1.038E-02
 4.992E+02  5.045E-02
 1.337E+03  8.762E-03
 8.582E+02  1.308E-02
 5.025E+02  1.386E-01
 5.985E+02  7.753E-02
 6.308E+02  1.836E-02
 4.250E+02  3.062E-02
 6.418E+02  1.434E-02
 7.316E+02  5.451E-02
 8.800E+02  1.812E-02
 6.340E+02  2.057E-02
 5.044E+02  5.683E-03
 5.321E+02  1.012E-01
 6.343E+02  4.722E-02
 6.780E+02  1.917E-02
 5.919E+02  2.577E-02
 4.733E+02  3.098E-02
 4.590E+02  3.268E-02
 5.737E+02  3.800E-02
 1.099E+03  1.809E-02
 8.611E+02  3.548E-02
 5.533E+02  1.102E-02
 5.873E+02  8.694E-02
 5.642E+02  6.214E-02
 8.013E+02  1.539E-02
 4.018E+02  1.126E-02
 5.559E+02  9.157E-02
 5.464E+02  3.973E-02
 1.203E+03  5.811E-03
 9.804E+02  9.323E-02
 4.843E+02  4.132E-02
 8.654E+02  1.739E-02
 8.553E+02  3.745E-02
 1.887E+03  1.038E-02
 9.208E+02  2.337E-02
 4.526E+02  5.652E-02
 1.001E+03  2.818E-03
 6.558E+02  2.691E-02
 6.548E+02  7.256E-02
 5.193E+02  1.290E-02
 1.216E+03  1.594E-02
 5.437E+02  4.201E-02
 7.108E+02  2.921E-02
 6.798E+02  5.438E-02
 4.896E+02  5.198E-02
 7.696E+02  6.275E-02
 9.636E+02  1.749E-02
 5.807E+02  4.684E-02
 5.101E+02  4.919E-02
 7.501E+02  1.681E-02
 7.759E+02  2.839E-02
 8.125E+02  8.217E-03
 4.315E+02  3.802E-02
 5.708E+02  2.162E-01
 7.135E+02  1.111E-02
 3.310E+02  1.444E-02
 6.277E+02  4.024E-02
 3.091E+02  5.249E-01
 5.552E+02  1.529E-02
 3.462E+02  3.682E-01
 7.358E+02  2.973E-02
 5.723E+02  3.214E-02
 8.792E+02  2.965E-02
 8.905E+02  1.692E-02
 5.370E+02  1.177E-01
 9.735E+02  2.873E-02
 6.196E+02  1.066E-01
 8.543E+02  1.050E-02
 1.112E+03  2.506E-02
 4.694E+02  2.166E-02
 5.221E+02  7.372E-02
 2.877E+02  4.323E-01
 4.719E+02  9.894E-02
 4.617E+02  1.727E-01
 5.450E+02  5.734E-02
 4.862E+02  5.034E-01
 1.183E+03  5.203E-03
 6.907E+02  1.883E-02
 6.591E+02  5.603E-03
 1.022E+03  1.409E-02
 8.157E+02  2.103E-02
 3.737E+02  1.259E-02
 8.314E+02  5.207E-02
 8.218E+02  3.992E-03
 2.076E+03  5.698E-03
 5.447E+02  4.227E-01
 6.514E+02  1.287E-02
 8.676E+02  1.976E-01
 3.901E+02  2.740E-02
 5.237E+02  2.857E-02
 1.468E+03  6.862E-03
 5.769E+02  6.177E-02
 1.458E+03  2.302E-03
 7.267E+02  1.350E-02
 7.347E+02  2.864E-02
 4.507E+02  3.215E-01
 1.223E+03  1.355E-02
 4.804E+02  9.013E-03
 4.786E+02  3.738E-02
 8.191E+02  9.154E-02
 1.198E+03  5.687E-02
 4.938E+02  2.385E-01
 6.144E+02  2.137E-02
 4.445E+02  2.496E-02
 6.232E+02  3.492E-02
 5.113E+02  1.621E-02
 1.471E+03  1.871E-02
 4.488E+02  1.126E-01
 4.571E+02  3.097E-02
 1.107E+03  1.633E-02
 4.668E+02  1.999E-01
 7.407E+02  7.889E-02
 6.330E+02  5.379E-02
 4.591E+02  4.909E-02
 8.624E+02  1.946E-02
 4.963E+02  1.349E-02
 5.672E+02  6.345E-02
 2.582E+02  4.910E-01
 7.024E+02  2.868E-03
 5.313E+02  2.725E-02
 2.055E+03  2.749E-03
 6.151E+02  3.237E-02
 3.276E+02  2.881E-02
 5.636E+02  1.729E-01
 5.196E+02  2.022E-02
 6.517E+02  5.469E-02
 3.021E+02  1.565E-01
 6.795E+02  3.221E-02
 7.007E+02  7.125E-02
 5.735E+02  2.266E-02
 5.293E+02  5.700E-02
 6.145E+02  4.976E-02
 4.282E+02  3.507E-02
 3.513E+02  3.352E-02
 5.272E+02  5.763E-02
 7.710E+02  3.032E-02
 7.861E+02  6.415E-02
 8.102E+02  1.593E-02
 1.735E+03  3.676E-02
 7.486E+02  1.976E-02
 1.249E+03  2.797E-03
 6.045E+02  9.049E-02
 7.338E+02  2.670E-01
 1.099E+03  6.281E-02
 4.753E+02  2.827E-02
 2.978E+02  4.509E-01
 4.481E+02  4.000E-02
 3.599E+02  1.934E-01
 8.827E+02  7.868E-03
 4.015E+02  1.926E-01
 9.552E+02  2.505E-02
 3.784E+02  9.104E-02
 4.265E+02  8.086E-02
 6.076E+02  1.935E-02
 5.589E+02  6.727E-02
 4.493E+02  3.209E-02
 7.584E+02  8.504E-03
 8.528E+02  2.651E-03
 6.363E+02  2.596E-02
 5.002E+02  1.951E-02
 7.979E+02  5.864E-03
 8.769E+02  1.144E-01
 5.862E+02  1.468E-02
 4.543E+02  3.180E-02
 4.834E+02  2.249E-02
 5.068E+02  1.984E-02
 5.069E+02  1.754E-02
 9.324E+02  9.447E-02
 5.374E+02  9.182E-02
 9.656E+02  2.290E-02
 4.810E+02  1.566E-02
 7.763E+02  2.449E-02
 4.897E+02  2.786E-01
 5.619E+02  1.944E-02
 1.469E+03  4.566E-03
 8.669E+02  3.015E-02
 6.470E+02  4.985E-02
 3.386E+02  3.747E-01
 6.579E+02  5.221E-02
 6.105E+02  5.311E-02
 6.130E+02  3.476E-02
 5.115E+02  4.014E-02
 3.729E+02  2.290E-01
 6.413E+02  2.308E-02
 3.772E+02  7.314E-02
 5.189E+02  5.698E-02
 1.721E+03  4.641E-03
 3.206E+02  1.931E-01
 7.650E+02  3.389E-02
 3.811E+02  2.370E-01
 6.185E+02  3.745E-02
 6.855E+02  5.101E-02
 3.817E+02  1.153E-02
 3.510E+02  1.620E-02
 7.786E+02  9.176E-03
 4.028E+02  1.933E-01
 4.111E+02  1.523E-02
 7.175E+02  1.415E-02
 5.924E+02  4.150E-02
 1.158E+03  6.344E-03
 5.954E+02  8.934E-02
 1.297E+03  2.110E-02
 5.238E+02  4.442E-02
 4.315E+02  2.306E-01
 4.975E+02  5.375E-02
 5.311E+02  1.234E-01
 8.776E+02  7.927E-03
 6.298E+02  6.944E-02
 5.485E+02  2.146E-02
 7.345E+02  9.760E-03
 6.200E+02  1.490E-01
 4.555E+02  7.953E-02
 5.750E+02  5.637E-02
 5.289E+02  2.537E-02
 1.455E+03  3.543E-03
 4.928E+02  8.902E-02
 3.509E+02  1.799E-01
 4.879E+02  1.817E-02
 5.186E+02  9.212E-02
 5.585E+02  4.327E-02
 5.493E+02  5.437E-02
 8.308E+02  2.934E-02
 8.414E+02  2.671E-03
 6.000E+02  1.002E-01
 5.261E+02  2.571E-02
 1.130E+03  1.704E-03
 1.513E+03  6.722E-03
 6.851E+02  4.424E-02
 1.511E+03  5.610E-03
 9.876E+02  1.685E-02
 8.879E+02  5.697E-02
 8.031E+02  1.550E-02
 5.045E+02  1.079E-01
 1.347E+03  1.667E-02
 8.872E+02  6.701E-02
 1.491E+03  2.844E-02
 5.446E+02  6.580E-02
 8.165E+02  1.034E-02
 5.957E+02  1.728E-02
 3.932E+02  2.253E-02
 6.565E+02  1.496E-02
 8.143E+02  1.400E-02
 4.526E+02  1.648E-02
 1.291E+03  2.454E-02
 5.691E+02  8.177E-02
 5.669E+02  4.503E-02
 8.418E+02  2.537E-02
 7.498E+02  1.147E-02
 8.167E+02  3.478E-02
 6.529E+02  3.190E-02
 4.792E+02  2.087E-02
 5.892E+02  3.443E-02
 4.450E+02  3.234E-02
 4.845E+02  8.548E-02
 1.131E+03  2.094E-02
 4.718E+02  8.352E-02
 5.496E+02  4.129E-02
 7.321E+02  9.574E-03
 5.508E+02  1.329E-02
 4.361E+02  8.266E-02
 8.078E+02  7.280E-03
 7.191E+02  2.157E-02
 5.344E+02  2.177E-02
 4.151E+02  1.305E-01
 6.526E+02  4.872E-02
 3.292E+02  3.090E-01
 6.825E+02  5.328E-03
 1.267E+03  1.109E-02
 7.052E+02  1.326E-02
 6.944E+02  2.261E-01
 3.485E+02  1.376E-01
 5.504E+02  4.534E-03
 1.034E+03  1.165E-02
 4.155E+02  1.425E-01
 7.201E+02  6.311E-02
 5.538E+02  4.370E-02
