weight int_weight lept1_pt lept1_eta lept1_phi lept1_charge lept1_pfx lept1_sip lept2_pt lept2_eta lept2_phi lept2_charge lept2_pfx lept2_sip lept3_pt lept3_eta lept3_phi lept3_charge lept3_pfx lept3_sip lept4_pt lept4_eta lept4_phi lept4_charge lept4_pfx lept4_sip iso_max sip_max Z1mass Z2mass angle_costhetastar angle_costheta1 angle_costheta2 angle_phi angle_phistar1 KD psKD gravKD pt4l mass4l pfmet jet1_pt jet1_eta jet1_phi jet1_et jet2_pt jet2_eta jet2_phi jet2_et deltaetajj massjj VD njets
0.65401 0.69466 23.0192 0.683222 -1.68842 -1 0.220139 1.93848 89.4806 0.81672 0.701336 1 0.018262 1.04785 31.4523 0.468037 0.607671 -1 0.0408616 1.19685 32.8898 0.886478 1.32885 1 0.15605 1.46703 0.126075 1.93848 84.6493 28.2296 0.0122938 0.758259 -0.173335 -2.05232 -2.23959 0.751792 2.98311e+17 0 134.993 123.907 41.7558 95.2143 1.1064 -2.58272 95.9089 49.5123 -1.01993 -2.47485 50.3912 2.12634 178.679 0.417047 4
0.898127 0.91543 21.6582 -1.0463 -2.29929 1 0.276968 3.03167 47.4471 -0.258771 0.569922 -1 0.126919 0.0670859 17.7005 -1.31992 -2.00349 1 0.195271 0.738507 29.229 -1.30514 1.03478 -1 0.135257 0.427305 0.110222 3.03167 68.5985 45.4329 0.939259 0.572261 0.0514433 -0.268207 2.32444 0.977565 2.98311e+17 0 37.8622 124.392 36.4717 42.7435 -1.99613 -2.44565 42.8987 30.2253 2.87076 -1.26036 30.2408 4.86689 409.265 0.954619 2
0.686638 0.552379 73.3593 -0.568607 3.06483 -1 0.118884 1.28276 97.5739 -0.32857 1.98984 1 0.0675663 0.498201 19.118 0.150085 1.34379 -1 0.739353 1.6481 22.6896 -0.395683 2.60389 1 0.277588 0.568724 0.649187 1.6481 88.9925 29.6388 -0.630003 0.59619 0.956501 1.3349 1.16906 0.598287 2.98311e+17 0 182.324 127.087 31.9807 141.363 -0.13621 -0.627833 145.362 85.5102 -1.55449 -1.27854 85.8213 1.41828 192.459 0.292243 4
0.624339 0.506019 75.2267 1.22678 -1.43981 -1 0.180275 1.01031 30.6649 -0.0173452 0.0425853 1 0.216809 2.73485 9.00327 0.431062 -1.76091 -1 0.186487 1.09634 54.7377 0.823576 -0.592631 1 0.0972891 0.980728 0.20514 2.73485 90.8955 26.012 -0.101618 0.286697 -0.885424 1.53323 0.64872 0.450687 2.98311e+17 0 140.652 124.783 25.5136 101.847 1.23306 1.70005 102.352 101.19 -1.29847 2.60926 101.791 2.53153 345.522 0.522016 2
0.773877 0.599565 62.6911 -0.0203178 2.96508 -1 0.144223 0.528839 40.3898 0.373204 -1.27494 1 0.102038 0.506877 6.44833 1.66386 -0.100705 1 0.785696 2.58226 15.6606 0.426319 -0.759042 -1 0.171924 0.375557 0.357949 2.58226 88.1228 14.7554 -0.468673 0.794119 0.0124707 -2.55525 -1.31743 0.386712 2.98311e+17 0 50.5927 125.813 32.4171 39.2618 -1.95963 1.36995 39.3193 38.5277 1.31802 0.640439 38.9165 3.27765 195.809 0.627572 2
0.780541 0.994738 32.2 -0.695639 -2.05001 1 0.220475 1.10104 39.7336 0.0690961 0.187411 -1 0.188253 0.0912747 13.1076 -1.69167 -0.605802 1 0.226881 1.14768 38.7971 -0.361549 0.59075 -1 0.142454 0.2159 0.0891032 1.14768 70.1894 41.0584 0.622111 -0.452381 0.261224 -0.466292 0.40682 0.977259 2.98311e+17 0 67.5542 124.746 27.2991 92.4819 -2.16569 2.81563 92.6069 35.5466 -0.941089 -0.667496 36.357 1.2246 141.29 0.247556 2
0.651882 0.502473 38.4174 -1.8713 -0.14898 1 0.109337 0.175598 56.9486 -1.72233 2.65098 -1 0.055859 1.24702 14.9892 -1.90863 -2.51997 -1 0.183451 0.806372 12.0414 -1.91739 -0.0679582 1 0.324198 0.36967 0.238137 1.24702 92.4507 25.2898 0.134218 0.530494 0.0990756 -0.0600488 1.67095 0.58983 2.98311e+17 0 16.9765 121.653 29.5566 66.3803 0.713697 -0.681356 68.4604 39.8873 -0.267369 1.95287 41.1898 0.981066 117.036 0.199063 2
0.620481 0.590755 26.9312 0.660757 -0.649282 1 0.453619 0.279864 92.9971 -0.40364 0.825879 -1 0.0613602 0.545581 26.5585 0.384072 0.276983 -1 0.27732 1.6666 8.51088 -0.791378 2.98737 1 0.395717 2.51986 0.219681 2.51986 87.4446 34.8257 -0.532197 0.835944 -0.308526 -2.41006 1.92183 0.819184 2.98311e+17 0 118.354 125.882 27.8031 184.491 1.36579 -2.92622 185.107 48.4068 -0.985276 -1.14965 49.3626 2.35107 317.441 0.484141 3
1.11529 0.678703 76.4994 1.17916 0.652868 1 0.0237515 1.6088 56.1388 0.0401105 1.0643 -1 0.0850788 0.505316 5.95705 -0.199696 -2.74831 -1 0.368079 1.28999 39.4886 0.694095 1.50365 1 0.0657789 1.11484 0.0181239 1.6088 83.1739 29.673 0.303351 -0.453612 -0.0257656 1.50027 2.68051 0.797053 2.98311e+17 0 157.651 126.5 32.5363 82.1446 1.21847 -2.63909 83.1234 72.5995 2.16747 -1.98401 72.6671 0.949005 101.204 0.190252 3
0.896851 0.499916 51.328 -0.755993 -1.74411 -1 0.0215334 0.25245 52.6867 -0.474494 2.44946 1 0.0220421 0.282583 62.5424 1.46082 -0.668773 -1 0.0173742 0.522484 37.7744 1.61035 -2.94765 1 0.105879 0.793793 0.0586089 0.793793 91.1388 88.6061 -0.96606 0.0293076 0.265397 0.910838 2.24108 0.357675 2.98311e+17 0 73.2648 325.573 25.9785 84.9155 2.6302 1.25652 84.9586 31.9618 -2.26724 -0.126752 32.0271 4.89744 602.886 0.997293 2
0.676066 0.99695 31.6569 0.299395 -2.56978 -1 0.074609 0.837326 79.6778 0.18108 1.87967 1 0.146691 1.056 18.7653 0.708061 -0.539384 -1 0.346195 0.910682 8.87239 -0.282349 2.33236 1 0.376879 1.57209 0.314624 1.57209 79.9459 28.8293 -0.0797306 -0.517316 0.955486 -1.58414 1.57257 0.77539 2.98311e+17 0 68.9685 124.69 46.0285 40.0703 0.92599 -2.00878 40.785 37.2805 -3.01185 -0.804799 37.2875 3.93784 276.733 0.761943 2
0.650328 0.519373 23.7146 -0.55416 -0.440742 -1 0.195354 1.07804 97.6983 1.00093 0.293792 1 0.0292167 0.824135 59.641 0.468752 0.466315 -1 0.0308474 0.604119 25.7394 0.883035 -0.111384 1 0.198764 0.693797 0.171284 1.07804 89.566 27.6692 -0.152661 0.454079 0.595215 0.95363 2.99127 0.587531 2.98311e+17 0 198.339 123.9 24.2152 168.586 -0.237354 -2.63949 172.014 45.6555 1.57548 -2.46476 45.916 1.81283 188.92 0.362582 2
0.642296 0.578026 91.8215 -0.320688 0.458654 -1 0.0325268 0.224215 11.4837 0.706103 1.15061 1 3.69525 1.03886 28.505 0.465673 0.105981 -1 0.181076 1.3899 21.5621 0.136706 1.60285 1 0.358752 0.578323 3.61125 1.3899 85.4136 34.7226 -0.748482 0.803988 0.0732471 0.937037 -2.15314 0.865997 2.98311e+17 0 170.128 123.797 6.12526 86.38 1.9587 -2.08684 86.561 62.877 2.5935 -2.36606 62.9028 0.634801 62.462 0.126257 4
0.654162 0.722109 99.6744 1.07396 2.63083 -1 0.0144941 1.27869 34.7843 0.651943 -2.22619 1 0.0761644 0.263233 20.6716 1.43893 2.50458 1 0.0864237 2.4642 30.2795 0.228033 -2.75055 -1 0.141926 0.301843 0.0728714 2.4642 81.004 40.5082 0.888685 0.82378 0.930738 -1.65937 2.84214 0.809721 2.98311e+17 0 154.326 124.31 26.4076 86.1068 0.802242 0.62008 87.6018 76.5118 0.749753 -0.165321 78.2923 0.0524892 75.7813 0.0239981 3
0.660959 0.524363 92.0402 1.08108 -0.0325138 -1 0.0602566 0.277216 18.9994 0.393666 2.74648 1 0.170324 0.730503 6.55368 1.71625 1.84961 1 0.642328 1.82655 57.3574 1.08178 0.0240031 -1 0.105801 0.361081 0.144372 1.82655 87.3327 33.1347 -0.811724 -0.855058 0.68008 0.185323 2.06324 0.81459 2.98311e+17 0 130.546 124.987 48.0673 131.507 2.89303 -3.06281 131.516 44.0651 -2.17602 -2.69686 44.1598 5.06905 955.058 1.0958 2
0.774094 0.82637 44.2318 -0.466198 0.592917 1 0.0538023 0.88416 49.9656 0.203327 -0.898432 -1 0.0773049 1.01091 34.9296 0.811971 -0.0672413 -1 0.113233 0.786921 19.0566 -0.727419 0.467659 1 0.106889 0.767858 0.0891922 1.01091 71.398 45.8323 -0.819556 0.140636 0.671 0.0343855 0.158225 0.967804 2.98311e+17 0 119.94 122.531 29.407 58.534 -2.08537 2.74018 58.7185 49.8243 0.680018 -3.04962 50.6264 2.76539 205.986 0.53732 3
0.68463 0.704821 27.3065 -0.0989681 -2.72926 1 0.319666 1.17424 120.994 0.802767 2.42094 -1 0.0282082 2.59604 28.0848 1.50863 1.90568 -1 0.249381 0.646093 13.2587 0.661591 3.07852 1 0.369085 0.610508 0.369085 2.59604 81.7319 27.1988 -0.643298 -0.165738 0.905473 -1.19016 -0.782016 0.591871 2.98311e+17 0 168.576 123.159 7.49564 132.48 -1.36647 -0.878099 133.221 60.9013 -0.73643 -1.05744 62.0399 0.630042 75.5798 0.127919 3
0.890609 0.503454 20.224 0.487067 -2.02578 1 0.545075 1.26454 77.4582 -0.661611 1.08116 -1 0.0336635 0.776885 17.0312 -0.323902 -0.848822 1 0.0729765 1.79867 17.2996 -0.486321 1.05018 -1 0.150727 0.747791 0.398846 1.79867 92.5675 28.055 -0.00882879 0.400006 -0.770826 0.336588 -2.1798 0.572254 2.98311e+17 0 70.6713 124.646 26.9855 51.0565 -0.216807 -1.90358 52.7585 46.3804 1.67564 -2.56465 46.5279 1.89245 114.51 0.362626 2
1.82552 0.680617 29.8943 1.13911 -0.555647 -1 0.0824981 0.602971 50.3549 0.914616 -2.94773 1 0.0906318 0.210921 11.2607 1.3064 -2.78735 1 0.556932 0.462511 15.8323 1.12919 -1.56196 -1 1.67244 0.455184 1.4062 0.602971 72.7377 23.1001 -0.505706 -0.268445 0.703705 -0.471617 -1.69193 0.754061 2.98311e+17 0 72.0572 104.375 33.3296 55.3522 1.14604 1.47245 55.9744 34.0538 -1.90423 0.672084 34.1675 3.05027 194.686 0.586428 2
1.80669 0.501639 37.4359 1.14186 0.77096 -1 0.241859 0.746664 89.2565 1.15408 -1.04757 1 0.0358761 1.1251 13.004 1.50473 1.49619 -1 0.290287 0.313906 9.66672 0.91957 -1.89531 1 0.513879 0.394465 0.208362 1.1251 91.2253 23.2248 0.215583 -0.638087 0.514458 -0.352758 1.62255 0.570456 2.98311e+17 0 84.0035 124.791 38.4347 48.988 -4.41286 2.07557 48.9886 36.6499 1.14371 3.10123 37.1541 5.55657 683.21 1.13136 2
0.975328 0.506586 36.3291 1.49949 2.08095 -1 0.132547 1.24622 127.531 0.763734 -3.03267 1 0.113124 0.942891 45.1566 0.862514 -2.85092 -1 0.35027 1.05809 33.685 0.994209 2.57989 1 0 0.986226 0.338641 1.24622 90.9427 32.6549 -0.34542 0.849744 0.438845 -2.44963 0.573798 0.745911 2.98311e+17 0 217.489 124.682 16.0573 118.678 0.579583 -0.00892119 122.112 57.395 2.30495 0.0578291 57.4859 1.72536 172.454 0.343677 2
1.33158 0.501858 46.7035 -1.08782 -1.28714 -1 0.200269 0.927474 29.9771 0.219823 1.80042 1 0.456264 0.975937 25.4801 -0.675035 -1.65954 -1 0.138747 2.75478 9.49675 -0.0932218 1.41158 1 1.45461 0.524843 0.147417 2.75478 91.3852 32.4202 -0.0934749 -0.601132 0.907738 -0.179993 -2.58957 0.707846 2.98311e+17 0 32.1237 125.055 33.8307 42.3399 0.512143 0.616979 43.956 42.0946 2.08866 2.45768 42.1683 1.57652 104.346 0.303808 2
3.91908 0.505855 24.186 1.11362 -2.48217 1 0.231454 0.880181 88.561 0.620658 1.36488 -1 0.0448428 1.34802 5.68551 1.72573 2.06546 1 0.560395 2.274 34.902 0.410649 2.60533 -1 0.234106 0.965535 0.393449 2.274 90.9312 21.2631 0.0849432 0.568922 0.753905 1.20041 1.67668 0.441799 2.98311e+17 0 102.332 126.308 27.2462 107.531 2.93597 -1.36538 107.538 37.7101 -1.65695 -0.648165 37.9382 4.59292 629.311 0.947553 2
1.28236 1.15825 13.1551 1.50565 0.446222 1 0.0748764 0.746423 40.7396 -0.063669 3.04758 -1 0.0921987 1.20805 23.8375 -1.15809 2.53873 1 0.10757 1.66321 22.6126 0.680878 1.52359 -1 0.257549 0.385363 0.0743741 1.66321 60.0428 53.9221 0.826394 -0.2366 -0.544652 2.3983 -2.15423 0.787628 2.98311e+17 0 65.6768 125.281 27.7072 103.493 0.532392 -0.894737 105.591 51.3397 -2.87318 1.7236 51.3523 3.40558 415.178 0.692718 4
0.774749 0.655971 62.7004 1.8375 -1.331 -1 0.116015 0.353957 40.9156 1.13499 -3.05371 1 0.139651 0.554784 10.8916 1.71281 -0.293027 1 0.404158 0.499957 20.6103 0.457671 -1.88665 -1 0.266696 0.411117 0.109881 0.554784 85.0084 29.3573 0.884161 0.123847 0.406843 2.20023 -0.076006 0.805688 2.98311e+17 0 89.9269 123.831 48.9653 77.1803 1.43582 2.24956 77.6914 76.1126 2.97586 0.275623 76.1199 1.54004 188.39 0.313378 3
0.757623 0.659061 51.3714 -1.46345 -3.10337 1 0.0817992 0.893997 115.007 -0.482566 2.84063 -1 0.138385 1.30292 22.7671 -0.275038 2.06048 -1 0.116018 0.440064 54.5885 -0.935744 2.93876 1 0.208852 0.400534 0.154939 1.30292 82.6335 38.2268 -0.320058 -0.342491 0.744238 1.53586 -0.969153 0.903216 2.98311e+17 0 234.049 124.198 34.6331 176.597 -2.90242 -0.286034 176.614 44.5222 -2.43992 0.347458 44.5768 0.4625 80.7591 0.0987557 2
0.864666 0.482652 19.1935 -1.92445 -1.49339 -1 0.158751 0.947843 108.42 -1.43517 1.25885 1 0.0188087 1.22773 24.5024 -1.43179 1.73697 1 0.159935 1.0076 40.3492 -1.20002 0.990198 -1 0.0695787 1.64328 0.158751 1.64328 92.3072 24.0751 -0.00464037 0.892009 0.257452 1.46071 -0.0523617 0.347925 2.98311e+17 0 151.469 124.282 18.5785 137.341 3.05642 -2.37859 137.359 35.7047 0.190206 -0.538012 37.4097 2.86622 307.939 0.575043 2
0.693152 0.517737 34.2931 -1.08929 1.36089 -1 0.36977 1.43024 161.712 -0.0148087 1.81951 1 0.0258817 0.889615 29.3646 0.308034 2.02897 -1 0.156705 0.439916 16.5025 -0.553926 2.57445 1 0.20793 1.5473 0.320532 1.5473 90.4926 22.8829 -0.456261 0.134693 0.0585721 2.51759 -2.24178 0.812497 2.98311e+17 0 233.214 123.722 30.4139 215.082 -1.73541 -1.48164 215.273 32.3413 3.46615 -1.28744 32.3428 5.20156 1118.31 1.151 2
0.692316 0.552947 121.903 1.67388 0.739673 1 0.0213193 1.08643 20.4979 1.28804 -1.36758 -1 0.418843 0.419581 31.7503 1.8827 0.366032 -1 0.0251121 0.416738 44.8569 1.45698 0.0590691 1 0.0163916 0.980416 0.265529 1.08643 89.0425 19.8814 -0.438882 -0.00831065 -0.320745 -2.25605 2.29132 0.731951 2.98311e+17 0 184.991 122.773 50.1907 112.67 -0.551593 -2.94782 113.913 51.7495 0.653179 -1.47756 52.8287 1.20477 145.263 0.24475 2
0.653753 0.753891 66.3297 -1.04721 0.72531 1 0 0.500553 50.787 -0.934813 -0.748617 -1 0.0595008 0.766626 50.3785 -1.01375 0.444437 -1 0.0150447 0.582534 21.9075 -0.854615 -1.01174 1 0.208039 1.1079 0.115017 1.1079 78.2843 44.5308 -0.0328196 -0.39702 -0.0143429 2.96398 1.4363 0.658551 2.98311e+17 0 144.49 123.077 16.9601 139.134 -0.0432048 -2.75966 142.799 40.3444 3.93422 2.89299 40.3465 3.97742 547.173 0.820993 2
0.891838 1.17907 27.5573 0.55077 0.355548 -1 0.142268 0.508587 54.0138 -0.524254 -0.852508 1 0.0264551 1.20907 90.4224 0.143472 -0.824975 -1 0.01508 1.03163 37.721 -0.397823 -0.0199372 1 0.177883 0.396797 0.132036 1.20907 61.7501 55.837 -0.343651 0.224164 0.707438 1.60065 -0.507887 0.962922 2.98311e+17 0 188.141 123.365 23.0992 150.705 2.46278 1.88636 150.739 86.374 1.13227 2.7329 87.3689 1.33052 198.509 0.277607 3
0.848331 0.652204 29.3955 1.12839 1.28212 1 0.010179 0.127059 57.4707 0.937258 -1.9156 -1 0.0932595 0.334602 14.2236 0.735485 -1.63587 -1 0.211176 0.844292 23.7495 0.847876 1.38282 1 0.139197 1.23259 0.121642 1.23259 82.5481 36.7488 0.377884 0.919364 -0.902431 -0.447376 2.97444 0.965039 2.98311e+17 0 18.3899 124.412 18.6775 69.2577 -0.233901 0.698034 71.2324 53.1902 1.19665 -2.64039 53.7433 1.43055 156.621 0.28757 3
2.45206 0.524661 41.0386 1.6432 0.946278 1 0.151807 1.76443 61.1729 1.77608 -1.1173 -1 0.0702958 0.415608 8.93057 1.90552 0.589584 1 0.167701 1.76886 9.67841 0.271319 -0.774721 -1 0.121717 2.00119 0.0848801 2.00119 86.2595 20.6041 0.934739 0.334898 0.668596 0.332149 1.9081 0.615024 2.98311e+17 0 69.2454 112.496 13.9303 56.0029 2.51614 2.42777 56.0636 30.7683 -0.637067 -2.21196 31.9834 3.1532 205.169 0.606969 2
1.09554 0.500355 28.7204 -1.10205 -2.32805 -1 0.154283 1.33137 16.1397 1.89948 -2.73124 1 0.0870389 0.129464 24.1942 -0.715556 -2.58323 -1 0.292755 0.600266 13.189 -0.444318 2.57976 1 0.648138 0.993314 0.384355 1.33137 92.1684 24.7872 0.826963 -0.814255 0.181928 0.643888 -2.74083 0.224599 2.98311e+17 0 74.9174 132.333 27.0306 34.5684 2.42988 1.01792 34.6057 32.9633 -0.816188 -0.45647 33.8442 3.24607 172.57 0.617426 2
0.765701 0.519392 67.4147 1.07208 2.28751 -1 0.1034 0.465842 29.6245 0.841142 -0.427598 1 0.190673 0.437662 14.6122 1.60864 -2.21018 1 0.239019 1.05603 16.3711 0.610598 2.61075 -1 0.045334 0.958873 0.123825 1.05603 87.9647 26.1806 -0.126796 -0.0561434 -0.389871 0.745918 1.27884 0.796296 2.98311e+17 0 53.3449 121.382 22.219 62.2997 1.66547 -0.678358 62.569 34.6034 3.09383 -1.41321 34.6162 1.42836 85.3489 0.273492 3
0.91062 0.62999 239.611 -0.461465 -2.96099 -1 0.0409509 0.319684 132.829 -0.684753 -2.53557 1 0.123701 0.368288 88.3841 -0.616572 -2.52062 -1 0.185906 0.765576 114.903 -0.450885 -2.82003 1 0.140186 0.81756 0.162939 0.81756 85.249 34.3968 0.0114605 0.706198 0.472878 -2.95983 1.06628 0.720162 2.98311e+17 0 564.862 125.195 76.372 510.025 0.0204556 0.242091 522.157 38.0434 1.37286 1.27872 38.2955 1.3524 274.576 0.296151 2
0.648136 0.536067 90.7396 1.10756 -0.576472 1 0.0856683 0.391425 23.9576 0.851312 1.95923 -1 0.112782 1.55459 30.2375 1.25369 -0.145048 -1 0.171814 0.347566 29.0195 1.34779 0.444228 1 0.144593 0.512076 0.0707628 1.55459 89.8073 17.431 -0.61408 0.089895 -0.204982 -3.11512 -1.96053 0.434912 2.98311e+17 0 124.61 124.054 21.9079 88.4619 -0.700022 2.93913 90.3514 83.7094 -1.43677 2.99255 84.4826 0.736746 81.6854 0.148298 3
0.77148 1.0194 26.6942 1.66266 -1.86077 -1 0.165298 1.22724 44.0029 0.847944 2.12621 1 0.0720324 0.797999 41.8024 1.00985 -3.00217 -1 0.128686 0.246573 18.7414 -0.185178 2.261 1 0.233635 0.593332 0.143132 1.22724 68.7872 44.7819 0.611065 0.378291 -0.11896 1.03663 -1.58916 0.965621 2.98311e+17 0 86.6135 124.741 57.996 71.6627 -0.373234 -0.754052 73.6399 31.532 -2.17721 0.340094 31.6037 1.80397 114.41 0.346682 2
1.09895 0.422522 86.2218 0.1053 -1.32952 -1 0.0610779 1.04473 187.731 0.283203 -0.592337 1 0.017028 1.80661 38.6916 0.0548699 -1.06628 1 0.184463 0.883024 31.9576 -0.404641 -0.986898 -1 0.197274 0.371936 0.17292 1.80661 94.4395 16.5402 0.885189 -0.71019 0.421129 2.13044 0.215701 0.115139 2.98311e+17 0 327.512 127.825 41.7009 240.415 0.823411 2.20672 241.244 48.2812 -1.19238 2.44684 48.9839 2.01579 260.984 0.412951 2
1.82475 0.504483 30.8747 1.09612 -0.11027 -1 0.0461467 0.169944 60.8957 0.128729 -2.454 1 0.152618 0.850007 19.8184 1.481 -2.72578 -1 0.414848 1.8351 13.3955 1.03228 -1.85525 1 0.503853 1.69128 0.377847 1.8351 91.033 15.5962 -0.925381 -0.0474379 0.478392 1.53212 0.295549 0.120715 2.98311e+17 0 73.6306 124.603 33.8072 52.3005 1.59166 1.52862 52.5478 32.7405 0.104568 0.597362 34.3844 1.48709 81.7682 0.283376 2
0.647544 0.554045 47.7934 1.26532 1.59087 1 0.179242 0.529252 43.0076 -0.127684 2.71254 -1 0.108864 3.35789 34.2358 0.821869 2.35105 -1 0.339044 0.920668 28.1347 0.927462 1.87577 1 0.547422 0.842413 0.378694 3.35789 83.6831 14.9783 -0.753161 0.504301 0.064905 0.588868 -2.42105 0.339776 2.98311e+17 0 137.562 112.317 35.6654 121.748 -1.58636 -1.13917 122.177 52.6392 -2.65939 -1.02574 52.6727 1.07303 100.162 0.212376 3
1.35144 0.516003 18.7875 -1.60808 0.988265 1 0.44519 2.10543 68.5816 -0.224561 -2.00644 -1 0.107948 0.383437 8.99926 -0.432549 1.97676 1 0.414805 1.5645 26.076 -0.855258 -3.06867 -1 0.441809 1.79265 0.327444 2.10543 89.5094 18.936 0.213961 0.391962 0.320723 -0.898601 -1.17015 0.554254 2.98311e+17 0 62.6855 123.721 66.5852 58.0256 -0.0102846 1.43452 60.6355 35.5779 0.900915 -0.129652 36.3061 0.9112 82.1453 0.179788 2
0.863815 0.579326 37.4974 -1.70148 2.81355 -1 0.304398 0.800115 10.8094 1.09081 0.599719 1 0.274163 0.471026 6.05871 -0.167138 -0.69087 1 0.937211 1.18698 29.924 -0.693348 1.41067 -1 0.158572 1.15495 0.33155 1.18698 84.4119 24.4473 -0.250249 0.593123 0.596056 0.7247 -2.83184 0.59586 2.98311e+17 0 47.0907 118.777 22.7507 35.0315 -1.21772 -1.02917 35.6097 31.6473 4.61266 1.28454 31.6477 5.83038 618.524 1.16823 2
0.893907 0.541166 56.4026 0.0790497 -3.02261 1 0.107701 0.855445 68.3679 0.86277 -1.73596 -1 0.0409703 0.322462 30.0812 0.184525 -2.48695 -1 0.103678 1.05774 39.9876 -0.00878783 -2.00926 1 0.135819 1.13737 0.0453695 1.13737 89.6802 17.7332 0.667493 0.292155 -0.30865 2.31814 -1.01419 0.377441 2.98311e+17 0 168.029 124.487 19.4748 122.937 -1.44438 1.8416 123.46 110.586 1.93897 0.261124 110.775 3.38335 635.469 0.731013 3
0.752334 0.665075 51.5641 -1.19249 0.877919 1 0.0368998 0.960088 22.781 0.216619 -1.86647 -1 0.351219 0.785939 30.0249 -0.17061 -0.028738 1 0.0475553 1.26063 25.8526 -0.931565 0.375448 -1 0.0562382 0.859805 0.208628 1.26063 85.2101 24.4286 -0.0963955 0.181792 -0.232995 2.84815 0.735722 0.829615 2.98311e+17 0 84.6191 125.847 26.8818 50.8322 0.946556 -2.68891 51.7869 31.1812 3.08468 -0.0780263 31.1921 2.13812 132.85 0.41037 2
0.851232 0.484443 77.4079 0.664034 -0.116657 -1 0.100749 0.748414 46.1343 0.879396 1.627 1 0.137462 0.163271 20.805 -0.139882 0.810192 -1 0.428719 0.810711 31.0743 0.526054 0.844869 1 0.216865 0.255479 0.376687 0.810711 92.3968 17.2719 0.594867 0.276459 0.148858 1.34044 1.83945 0.743289 2.98311e+17 0 132.731 126.613 32.3569 71.0736 2.11817 -2.4465 71.1931 61.3037 0.0119672 -1.76916 63.335 2.1062 177.142 0.413127 4
0.857788 0.472438 23.8067 -1.55385 -2.12812 -1 0.488332 0.112742 142.689 -0.809612 2.60764 1 0.0304807 0.529491 38.7357 -1.25454 2.85363 1 0.141281 1.36729 42.3908 -1.30415 2.48884 -1 0.170167 0.221326 0.389319 1.36729 92.7644 14.8398 0.972605 0.10879 0.160149 -1.7833 2.22531 0.0903465 2.98311e+17 0 224.685 124.806 22.3672 110.448 -1.79178 -0.243742 110.601 55.3441 -2.35067 -0.735184 55.414 0.558893 66.8966 0.113445 2
0.700216 0.505705 47.9454 -1.38959 -2.07148 -1 0.0926166 0.29227 35.6456 0.345863 -1.02008 1 0.190527 0.609608 7.79785 -1.66785 2.92044 -1 0.164252 1.18936 25.8276 -1.31658 -1.8802 1 0.151826 1.14778 0.145832 1.18936 91.0918 19.8115 0.878339 -0.960421 -0.134756 2.80048 -2.07934 0.143645 2.98311e+17 0 97.3679 125.088 24.3256 69.0368 0.608562 1.86506 70.0326 36.1345 2.77354 0.373888 36.1572 2.16498 150.501 0.418592 2
0.972381 0.505878 125.966 1.43647 -1.74681 1 0.0170648 0.332041 42.1635 0.272781 -1.7711 -1 0.195815 1.54171 28.8872 1.27074 -1.65484 1 0.115777 0.703066 45.1288 0.652824 -1.3321 -1 0.131831 1.7379 0.168578 1.7379 89.6917 25.4655 0.409617 -0.563962 0.768973 0.334828 2.9388 0.752535 2.98311e+17 0 239.008 124.233 20.1899 146.123 -0.208528 1.39276 148.189 47.0154 -1.46465 1.84661 47.2746 1.25612 122.988 0.249716 4
0.756274 0.508645 64.3038 -0.156201 -1.8266 -1 0.132556 0.0944158 31.3997 0.197053 1.51693 1 0.190474 1.18905 13.9296 0.933041 0.379251 -1 0.366741 0.847355 7.96461 -0.698344 0.276685 1 0.55233 1.8418 0.303797 1.8418 90.8246 19.186 -0.315556 0.723168 0.414366 -1.57859 1.50139 0.660032 2.98311e+17 0 24.2829 125.099 55.2126 32.5409 -0.37536 2.24081 33.714 30.5441 -2.65524 -0.560498 30.5782 2.27988 111.597 0.431805 2
1.82162 0.58463 87.7782 -1.20385 -2.81815 1 0.0784868 1.42692 27.4372 -1.59378 1.40094 -1 0.0589601 0.793933 27.3966 -1.94434 2.65979 1 0.213017 0.600299 13.653 -1.54343 -1.8093 -1 0.289284 0.761057 0.0887727 1.42692 87.4558 31.4537 0.822987 -0.388003 -0.312334 1.81582 -0.736352 0.772238 2.98311e+17 0 108.117 124.444 14.5349 137.4 -1.75124 -0.000400876 137.609 34.9762 -3.25657 2.51391 34.9806 1.50533 177.954 0.305127 2
0.84915 0.562622 24.5797 -2.26327 -1.48204 -1 0.247774 2.06254 38.1225 -0.24496 2.86022 1 0.0261145 1.95968 31.196 -1.42041 -2.11477 1 0.107281 0.509681 21.5297 -0.924205 -2.89799 -1 0.206219 2.97401 0.0898711 2.97401 88.6247 23.6696 0.475052 -0.235977 -0.327089 -2.75011 -2.40626 0.636907 2.98311e+17 0 84.8884 124.503 30.64 79.172 0.104017 0.482803 81.4468 33.1296 -1.70579 0.820811 33.2841 1.80981 111.623 0.347197 2
0.660388 0.50267 33.4399 -1.59039 2.40017 -1 0.226405 0.541029 111.222 -1.3649 -2.246 1 0.0264795 1.35709 23.1336 -1.12771 -2.02179 1 0.282343 0.965447 15.2685 -1.63571 2.54075 -1 0.568866 0.974644 0.365185 1.35709 90.1151 30.085 -0.763503 -0.762305 0.470253 0.0389245 -2.53174 0.77461 2.98311e+17 0 139.631 121.407 14.842 84.8281 -2.31212 -0.183672 84.9292 71.8818 -2.14393 1.03445 71.9917 0.168185 98.1298 0.0491142 2
