        MR         R2
 9.281E+02  5.571E-01
 1.204E+03  4.297E-02
 1.258E+03  9.689E-02
 9.614E+02  3.669E-01
 1.076E+03  3.360E-01
 7.887E+02  4.508E-01
 1.132E+03  3.884E-01
 8.164E+02  2.483E-01
 1.747E+03  1.057E-01
 1.605E+03  1.565E-01
 1.201E+03  2.016E-01
 6.955E+02  7.885E-01
 1.138E+03  7.455E-02
 5.654E+02  6.003E-01
 1.512E+03  8.402E-02
 6.316E+02  5.450E-01
 2.334E+03  7.946E-02
 1.153E+03  1.172E-01
 1.099E+03  5.591E-01
 5.286E+02  5.445E-01
 1.603E+03  1.563E-01
 1.829E+03  1.717E-01
 3.960E+02  8.082E-01
 1.194E+03  3.815E-01
 1.416E+03  1.977E-01
 1.144E+03  7.556E-01
 1.296E+03  6.735E-02
 5.883E+02  2.180E-01
 8.772E+02  3.019E-01
 8.265E+02  6.477E-01
 1.871E+03  4.200E-02
 1.635E+03  5.875E-01
 6.925E+02  6.274E-01
 2.582E+03  8.073E-02
 4.466E+02  9.232E-01
 2.450E+03  8.080E-02
 5.643E+02  1.399E-01
 1.555E+03  3.056E-01
 1.298E+03  3.117E-01
 1.075E+03  4.227E-02
 1.145E+03  2.716E-01
 9.005E+02  1.223E-01
 7.400E+02  4.851E-02
 7.046E+02  3.747E-02
 1.107E+03  3.512E-01
 1.230E+03  1.093E-01
 6.958E+02  5.478E-01
 1.306E+03  1.593E-01
 1.330E+03  6.946E-02
 1.375E+03  5.548E-02
 2.468E+03  1.050E-01
 1.215E+03  3.084E-01
 6.042E+02  1.212E-01
 1.165E+03  4.346E-01
 1.110E+03  4.798E-01
 1.324E+03  1.970E-01
 5.396E+02  4.828E-01
 7.746E+02  9.188E-02
 5.405E+02  8.217E-01
 1.739E+03  1.520E-01
 1.225E+03  1.430E-01
 7.593E+02  1.552E-01
 1.070E+03  8.329E-02
 5.226E+02  1.566E-01
 1.810E+03  1.972E-01
 8.516E+02  5.977E-01
 2.472E+03  7.084E-03
 2.245E+03  7.392E-02
 4.819E+02  4.207E-01
 2.633E+03  1.342E-01
 6.798E+02  1.908E-01
 9.518E+02  3.209E-01
 7.348E+02  4.941E-01
 9.318E+02  6.106E-01
 1.436E+03  1.015E-01
 6.177E+02  3.147E-01
 1.118E+03  2.352E-01
 1.302E+03  8.613E-02
 6.995E+02  4.958E-01
 7.771E+02  4.848E-02
 8.652E+02  8.418E-02
 1.000E+03  2.287E-01
 1.382E+03  4.795E-01
 7.079E+02  4.427E-01
 1.538E+03  1.621E-01
 1.266E+03  3.360E-01
 8.154E+02  4.313E-01
 6.261E+02  7.955E-01
 8.228E+02  6.909E-01
 1.143E+03  4.575E-01
 2.677E+03  7.407E-02
 1.447E+03  1.786E-01
 7.797E+02  1.889E-01
 6.022E+02  1.716E-01
 9.122E+02  2.389E-02
 4.625E+02  9.054E-01
 1.737E+03  7.463E-02
 4.005E+02  5.245E-01
 1.552E+03  1.601E-01
 1.685E+03  1.665E-01
 9.180E+02  1.424E-01
 4.691E+02  7.760E-01
 1.106E+03  2.694E-01
 9.489E+02  4.702E-01
 7.315E+02  4.580E-01
 5.437E+02  3.639E-01
 9.237E+02  2.662E-01
 8.573E+02  1.861E-01
 1.077E+03  2.099E-01
 3.884E+02  4.307E-01
 1.030E+03  3.176E-01
 1.511E+03  5.175E-02
 8.168E+02  4.177E-01
 1.095E+03  1.721E-01
 8.124E+02  1.894E-01
 8.937E+02  1.111E-01
 7.324E+02  2.759E-01
 8.415E+02  3.792E-01
 1.120E+03  2.132E-01
 1.205E+03  1.225E-01
 9.797E+02  2.716E-01
 3.161E+03  2.293E-02
 1.046E+03  2.585E-01
 2.586E+03  6.434E-02
 1.775E+03  3.019E-02
 1.178E+03  2.837E-01
 1.263E+03  4.932E-02
 8.335E+02  5.489E-01
 1.095E+03  5.070E-01
 4.450E+02  3.600E-01
 6.423E+02  4.537E-01
 1.492E+03  2.008E-01
 6.305E+02  4.478E-01
 2.438E+03  1.153E-01
 1.571E+03  5.383E-02
 6.891E+02  5.210E-01
 1.470E+03  1.131E-01
 8.037E+02  2.814E-01
 8.842E+02  4.168E-01
 8.937E+02  7.840E-01
 5.193E+02  9.320E-02
 7.446E+02  7.373E-01
 1.241E+03  2.176E-01
 6.324E+02  4.630E-01
 2.246E+03  2.001E-01
 5.286E+02  1.193E-01
 6.468E+02  6.874E-01
 2.672E+03  7.892E-02
 1.207E+03  1.451E-01
 1.060E+03  2.011E-01
 6.781E+02  1.796E-01
 6.889E+02  2.470E-01
 8.978E+02  2.949E-01
 1.048E+03  2.672E-01
 4.390E+02  8.146E-01
 8.767E+02  6.774E-01
 8.969E+02  1.982E-01
 1.341E+03  3.902E-02
 9.614E+02  1.335E-01
 6.750E+02  7.390E-01
 1.125E+03  3.902E-01
 1.136E+03  2.619E-01
 1.277E+03  7.307E-02
 1.221E+03  3.320E-01
 1.018E+03  9.668E-02
 1.124E+03  3.826E-02
 1.620E+03  1.127E-01
 8.885E+02  5.363E-01
 4.754E+02  4.873E-01
 7.583E+02  2.424E-01
 1.193E+03  6.523E-01
 1.047E+03  4.605E-01
 6.717E+02  8.034E-01
 1.788E+03  1.672E-01
 1.613E+03  1.741E-01
 6.292E+02  1.600E-01
 8.923E+02  1.281E-01
 1.987E+03  1.390E-01
 8.338E+02  1.057E-01
 1.344E+03  4.571E-01
 4.712E+02  4.953E-01
 9.884E+02  4.889E-01
 4.686E+02  6.485E-01
 1.290E+03  2.725E-02
 1.798E+03  1.072E-01
 6.326E+02  1.478E-01
 7.604E+02  1.495E-01
 1.133E+03  5.388E-01
 5.053E+02  4.150E-01
 8.126E+02  5.308E-01
 8.017E+02  5.575E-01
 6.862E+02  1.780E-01
 3.355E+02  2.767E-01
 1.353E+03  1.300E-01
 1.166E+03  1.064E-01
 4.721E+02  6.715E-01
 9.975E+02  6.101E-01
 1.951E+03  4.826E-01
 5.206E+02  3.932E-01
 6.594E+02  6.341E-01
 5.125E+02  4.524E-01
 2.746E+03  1.649E-01
 5.088E+02  2.611E-01
 1.002E+03  1.627E-01
 9.355E+02  5.229E-01
 1.069E+03  1.078E-01
 1.212E+03  2.020E-01
 1.545E+03  2.515E-01
 4.657E+02  5.350E-02
 5.122E+02  5.324E-01
 6.391E+02  2.371E-01
 7.506E+02  8.975E-02
 6.551E+02  5.242E-01
 9.182E+02  4.477E-01
 6.634E+02  2.462E-01
 8.352E+02  4.893E-01
 1.950E+03  2.178E-02
 8.691E+02  4.376E-02
 4.934E+02  4.221E-01
 2.195E+03  8.080E-02
 2.671E+03  2.992E-02
 9.489E+02  1.205E-01
 1.550E+03  7.388E-02
 1.087E+03  2.247E-01
 1.135E+03  1.893E-01
 7.893E+02  3.947E-01
 6.861E+02  4.866E-01
 1.367E+03  1.112E-01
 1.040E+03  3.627E-01
 2.329E+03  8.206E-02
 1.570E+03  4.097E-02
 5.576E+02  2.668E-01
 9.178E+02  1.938E-01
 6.351E+02  5.876E-01
 8.331E+02  2.406E-01
 1.147E+03  5.309E-01
 8.919E+02  3.991E-01
 1.201E+03  6.073E-02
 6.813E+02  6.956E-01
 5.695E+02  3.941E-01
 1.624E+03  2.223E-01
 1.833E+03  1.121E-01
 1.162E+03  5.526E-02
 1.317E+03  7.253E-02
 9.412E+02  1.486E-01
 1.566E+03  3.444E-02
 1.296E+03  2.811E-02
 1.492E+03  2.641E-01
 1.994E+03  1.099E-01
 6.796E+02  5.104E-01
 1.071E+03  2.243E-01
 6.040E+02  6.000E-01
 9.623E+02  4.232E-01
 9.440E+02  2.608E-01
 1.051E+03  5.919E-01
 5.444E+02  4.250E-01
 8.047E+02  3.366E-01
 4.353E+02  5.681E-01
 4.698E+02  2.993E-01
 8.632E+02  1.579E-01
 4.362E+02  4.774E-01
 5.815E+02  2.758E-01
 6.315E+02  1.220E-01
 5.158E+02  6.562E-01
 4.709E+02  4.227E-01
 9.060E+02  3.915E-01
 1.265E+03  3.105E-01
 8.266E+02  4.264E-01
 9.935E+02  2.751E-01
 7.670E+02  3.466E-01
 1.708E+03  2.294E-01
 7.931E+02  5.185E-01
 1.300E+03  6.433E-01
 1.000E+03  5.010E-01
 2.162E+03  5.224E-02
 1.369E+03  4.204E-01
 8.718E+02  2.474E-01
 8.256E+02  3.557E-01
 1.026E+03  2.797E-01
 1.216E+03  3.466E-01
 1.675E+03  2.103E-01
 1.225E+03  1.888E-01
 1.573E+03  6.540E-02
 1.097E+03  2.507E-01
 5.547E+02  8.859E-01
 7.607E+02  4.183E-01
 5.213E+02  6.199E-01
 1.371E+03  1.563E-01
 8.213E+02  3.685E-02
 9.034E+02  6.428E-02
 9.634E+02  1.828E-01
 9.933E+02  2.223E-02
 7.655E+02  3.387E-01
 2.382E+03  3.220E-02
 7.836E+02  3.727E-01
 8.044E+02  3.433E-01
 1.514E+03  5.678E-02
 1.158E+03  5.753E-02
 2.213E+03  1.212E-01
 8.017E+02  1.348E-01
 1.111E+03  2.355E-01
 8.307E+02  2.682E-01
 1.126E+03  3.803E-01
 6.410E+02  8.621E-02
 6.784E+02  1.622E-01
 6.897E+02  3.512E-01
 1.197E+03  1.247E-01
 9.824E+02  4.230E-01
 7.826E+02  1.188E-01
 1.086E+03  1.638E-01
 4.462E+02  4.292E-01
 7.385E+02  8.083E-01
 1.473E+03  3.530E-02
 5.411E+02  5.290E-01
 1.414E+03  5.696E-02
 9.322E+02  1.423E-01
 6.304E+02  4.692E-01
 5.066E+02  8.477E-01
 1.085E+03  2.544E-01
 1.056E+03  4.325E-01
 1.165E+03  4.450E-02
 8.516E+02  6.899E-01
 1.444E+03  2.045E-01
 9.574E+02  1.713E-01
 1.508E+03  9.314E-02
 1.343E+03  3.392E-01
 1.485E+03  8.013E-02
 1.481E+03  8.372E-02
 9.458E+02  4.891E-01
 1.010E+03  1.431E-01
 4.660E+02  6.093E-01
 1.300E+03  3.378E-01
 8.858E+02  4.788E-01
 8.382E+02  4.392E-01
 1.343E+03  2.278E-01
 1.818E+03  1.642E-01
 7.918E+02  4.098E-01
 7.913E+02  7.197E-01
 9.097E+02  1.593E-01
 1.325E+03  1.546E-01
 1.614E+03  3.943E-02
 7.496E+02  2.786E-01
 1.021E+03  1.810E-01
 1.741E+03  8.545E-02
 1.050E+03  2.811E-01
 3.956E+02  7.055E-01
 2.320E+03  1.205E-01
 9.146E+02  2.556E-01
 7.637E+02  5.986E-01
 7.647E+02  1.983E-01
 4.401E+02  1.297E+00
 6.573E+02  3.992E-01
 1.009E+03  5.422E-01
 1.379E+03  2.568E-01
 8.588E+02  5.718E-01
 4.600E+02  6.148E-01
 1.058E+03  1.441E-01
 1.537E+03  1.388E-01
 1.298E+03  3.957E-01
 6.675E+02  4.785E-01
 9.126E+02  4.862E-01
 1.450E+03  1.607E-01
 1.095E+03  1.198E-01
 7.628E+02  3.647E-01
 8.146E+02  1.206E-01
 1.262E+03  3.002E-01
 2.060E+03  1.902E-01
 5.412E+02  2.147E-01
 7.818E+02  9.317E-02
 8.841E+02  5.611E-01
 1.000E+03  1.536E-01
 1.049E+03  4.209E-01
 9.087E+02  4.683E-01
 1.675E+03  6.027E-02
 7.306E+02  2.173E-01
 1.121E+03  4.594E-01
 2.930E+03  4.019E-02
 1.218E+03  3.312E-01
 2.515E+03  6.576E-02
 7.652E+02  2.723E-01
 1.163E+03  8.134E-02
 9.072E+02  5.183E-01
 9.913E+02  6.367E-01
 9.973E+02  5.557E-01
 2.018E+03  1.027E-01
 1.128E+03  4.897E-02
 6.837E+02  7.308E-01
 5.075E+02  3.793E-01
 1.070E+03  1.414E-01
 6.194E+02  5.037E-01
 7.152E+02  3.643E-01
 6.386E+02  3.123E-01
 9.362E+02  4.245E-01
 8.979E+02  2.371E-02
 5.628E+02  4.203E-01
 5.661E+02  3.089E-01
 2.295E+03  2.630E-02
 5.116E+02  9.651E-01
 5.569E+02  2.385E-02
 1.607E+03  2.190E-01
 2.141E+03  1.961E-01
 9.326E+02  6.227E-01
 1.028E+03  6.592E-01
 1.021E+03  7.145E-02
 9.116E+02  6.809E-01
 6.537E+02  2.285E-01
 5.711E+02  3.475E-01
 7.414E+02  5.253E-01
 2.237E+03  2.832E-03
 7.331E+02  5.134E-01
 8.019E+02  2.351E-01
 9.433E+02  2.262E-02
 1.189E+03  3.560E-01
 1.199E+03  2.745E-02
 6.042E+02  2.991E-01
 1.434E+03  1.387E-01
 1.062E+03  1.422E-01
 2.614E+03  1.157E-02
 8.204E+02  4.406E-01
 1.843E+03  2.997E-02
 5.723E+02  5.236E-02
 4.694E+02  5.799E-01
 1.805E+03  1.456E-02
 1.210E+03  1.061E-01
 1.193E+03  1.242E-01
 1.065E+03  2.862E-01
 1.251E+03  9.523E-02
 1.088E+03  9.561E-02
 9.062E+02  1.169E-01
 9.629E+02  1.349E-01
 1.082E+03  3.552E-01
 8.472E+02  3.384E-02
 1.136E+03  1.686E-01
 8.690E+02  6.733E-02
 1.630E+03  3.551E-01
 6.443E+02  4.779E-01
 1.368E+03  5.949E-01
 1.113E+03  3.159E-01
 9.748E+02  6.760E-01
 2.174E+03  6.630E-02
 1.164E+03  4.621E-01
 5.766E+02  4.535E-01
 7.197E+02  7.083E-01
 1.491E+03  2.267E-01
 6.850E+02  3.997E-01
 7.514E+02  3.499E-01
 1.132E+03  2.365E-01
 1.035E+03  6.113E-01
 1.703E+03  1.714E-01
 9.941E+02  4.641E-01
 8.805E+02  9.339E-02
 8.709E+02  5.446E-01
 7.169E+02  4.130E-01
 1.019E+03  4.261E-01
 1.705E+03  6.235E-02
 1.922E+03  1.171E-01
 5.539E+02  8.273E-01
 5.820E+02  1.633E-01
 1.057E+03  4.362E-01
 5.766E+02  4.761E-01
 7.081E+02  6.206E-03
 1.366E+03  8.628E-02
 1.771E+03  1.743E-01
 6.874E+02  1.310E-01
 6.473E+02  5.254E-01
 7.763E+02  2.144E-01
 1.154E+03  5.136E-01
 6.098E+02  7.080E-01
 2.119E+03  3.255E-01
 1.273E+03  9.271E-02
 8.598E+02  2.616E-01
 5.828E+02  1.764E-01
 7.105E+02  1.960E-01
 6.235E+02  2.469E-01
 1.408E+03  1.343E-01
 7.010E+02  4.206E-01
 1.000E+03  1.126E-01
 5.688E+02  7.193E-01
 8.958E+02  2.046E-01
 1.040E+03  2.024E-01
 8.246E+02  1.086E-01
 8.966E+02  5.017E-01
 5.244E+02  2.580E-01
 9.479E+02  3.905E-01
 1.296E+03  4.328E-01
 6.662E+02  3.551E-01
 1.444E+03  2.723E-01
 5.524E+02  3.146E-01
 6.703E+02  2.521E-01
 4.896E+02  3.634E-01
 7.004E+02  3.070E-01
 1.361E+03  1.206E-01
 1.238E+03  2.974E-01
 1.071E+03  3.623E-02
 6.536E+02  5.652E-01
 1.037E+03  2.260E-01
 7.948E+02  1.259E-01
 6.859E+02  4.513E-01
 5.582E+02  4.093E-01
 1.081E+03  1.914E-01
 2.389E+03  9.063E-02
 1.131E+03  2.285E-01
 9.085E+02  7.721E-02
 8.872E+02  6.249E-01
 5.888E+02  5.156E-01
 1.022E+03  3.077E-01
 1.025E+03  5.109E-01
 6.511E+02  2.329E-01
 8.340E+02  1.900E-01
 8.717E+02  4.261E-01
 9.156E+02  7.891E-01
 1.355E+03  5.137E-01
 8.950E+02  4.051E-01
 8.160E+02  6.335E-02
 1.134E+03  1.986E-02
 9.957E+02  9.684E-02
 1.440E+03  3.951E-02
 7.292E+02  3.527E-01
 4.349E+02  6.111E-01
 7.812E+02  1.141E-01
 7.436E+02  4.376E-01
 6.353E+02  4.762E-01
 8.377E+02  2.986E-01
 8.212E+02  7.552E-01
 8.687E+02  3.794E-01
 1.113E+03  1.869E-01
 8.072E+02  5.023E-01
 1.303E+03  1.809E-01
 1.006E+03  3.560E-01
 1.353E+03  2.041E-01
 6.972E+02  2.537E-01
 1.646E+03  1.885E-01
 1.725E+03  8.968E-02
 1.201E+03  1.129E-01
 8.712E+02  6.569E-02
 2.461E+02  8.311E-01
 1.814E+03  2.760E-01
 1.737E+03  2.322E-01
 7.921E+02  3.875E-01
 6.285E+02  2.860E-01
 1.190E+03  1.986E-01
 1.244E+03  1.666E-01
 5.389E+02  4.913E-01
 1.032E+03  6.329E-01
 9.617E+02  6.605E-01
 6.093E+02  3.799E-01
 1.459E+03  1.074E-01
 3.248E+02  9.678E-01
 6.543E+02  2.670E-01
 8.223E+02  8.680E-02
 6.414E+02  2.040E-01
 1.665E+03  4.885E-02
 1.876E+03  1.148E-01
 1.391E+03  1.397E-01
 7.800E+02  1.557E-01
 9.070E+02  1.960E-01
 9.304E+02  3.119E-01
 5.581E+02  9.168E-01
 1.615E+03  3.289E-01
 8.207E+02  7.136E-01
 1.003E+03  7.489E-02
 1.274E+03  5.103E-01
 1.117E+03  1.042E-01
 8.294E+02  5.904E-01
 1.906E+03  3.455E-02
 9.276E+02  3.164E-01
 1.212E+03  2.055E-01
 6.306E+02  1.559E-01
 7.232E+02  6.151E-01
 1.506E+03  3.451E-01
 1.520E+03  5.582E-01
 6.842E+02  2.007E-01
 4.065E+02  7.612E-01
 1.040E+03  2.794E-01
 1.189E+03  2.739E-01
 8.666E+02  5.608E-01
 1.189E+03  2.775E-02
 9.479E+02  3.856E-01
 8.753E+02  6.340E-01
 7.575E+02  2.497E-01
 1.677E+03  4.096E-02
 5.134E+02  6.751E-01
 1.022E+03  5.531E-01
 1.223E+03  2.688E-01
 1.439E+03  1.727E-01
 1.953E+03  1.823E-01
 5.763E+02  8.977E-01
 7.871E+02  1.423E-01
 6.803E+02  2.613E-01
 1.212E+03  3.023E-01
 8.367E+02  6.494E-01
 1.997E+03  1.877E-01
 9.094E+02  4.860E-01
 8.836E+02  9.627E-02
 5.706E+02  7.022E-01
 6.052E+02  5.948E-01
 5.721E+02  4.357E-01
 7.434E+02  2.728E-01
 6.240E+02  1.463E-01
 6.673E+02  2.313E-01
 9.613E+02  3.430E-01
 7.070E+02  1.686E-01
 1.058E+03  2.713E-01
 8.536E+02  5.951E-01
 1.688E+03  1.883E-01
 8.125E+02  7.302E-01
 7.668E+02  3.510E-01
 1.177E+03  2.045E-01
 3.183E+02  8.678E-01
 9.919E+02  3.861E-01
 1.019E+03  8.152E-03
 8.554E+02  3.082E-01
 1.271E+03  3.827E-02
 7.797E+02  8.176E-01
 2.388E+03  4.574E-02
 1.296E+03  2.335E-01
 1.531E+03  1.707E-01
 1.207E+03  1.072E-01
 1.309E+03  3.777E-01
 1.843E+03  7.795E-02
 9.655E+02  6.610E-02
 7.078E+02  3.249E-01
 8.366E+02  3.062E-01
 9.008E+02  1.969E-01
 1.244E+03  3.069E-02
 8.511E+02  3.377E-01
 1.727E+03  3.027E-01
 2.366E+03  1.031E-01
 9.910E+02  3.093E-01
 7.833E+02  7.808E-02
 6.538E+02  4.232E-01
 8.161E+02  9.560E-02
 1.183E+03  2.705E-02
 1.232E+03  5.129E-02
 8.383E+02  6.189E-02
 1.474E+03  9.321E-02
 1.149E+03  3.140E-01
 2.073E+03  4.410E-02
 9.102E+02  7.060E-01
 7.352E+02  2.620E-01
 9.293E+02  2.446E-01
 1.149E+03  5.688E-01
 9.597E+02  2.999E-01
 1.549E+03  1.413E-01
 1.096E+03  6.013E-02
 1.782E+03  9.276E-02
 1.115E+03  1.218E-01
 4.301E+02  2.499E-01
 6.935E+02  6.486E-01
 1.104E+03  1.633E-01
 2.290E+03  8.303E-02
 3.859E+02  3.045E-01
 9.472E+02  3.627E-01
 7.619E+02  2.930E-01
 1.145E+03  6.374E-02
 8.114E+02  1.748E-01
 1.042E+03  1.301E-01
 9.944E+02  3.159E-01
 1.084E+03  6.205E-01
 8.102E+02  5.578E-01
 7.927E+02  1.822E-01
 1.507E+03  1.331E-01
 7.890E+02  6.386E-01
 4.752E+02  2.784E-01
 2.054E+03  2.225E-01
 8.588E+02  3.425E-02
 1.011E+03  4.037E-01
 4.905E+02  6.856E-01
 1.644E+03  4.344E-03
 1.352E+03  1.685E-01
 6.605E+02  6.183E-01
 9.340E+02  2.748E-01
 4.805E+02  4.362E-01
 8.967E+02  7.700E-01
 7.665E+02  3.162E-01
 9.460E+02  2.531E-01
 8.887E+02  1.996E-01
 8.250E+02  7.837E-02
 1.132E+03  4.633E-01
 9.401E+02  3.345E-01
 8.184E+02  1.281E-01
 1.852E+03  2.149E-01
 6.621E+02  4.852E-01
 5.726E+02  3.338E-01
 7.819E+02  1.153E-01
 5.791E+02  6.447E-01
 1.451E+03  1.435E-01
 9.741E+02  9.849E-02
 7.209E+02  3.808E-01
 6.881E+02  2.290E-01
 9.317E+02  1.497E-01
 1.025E+03  5.078E-01
 7.920E+02  6.442E-01
 6.706E+02  7.726E-01
 9.784E+02  3.249E-01
 1.396E+03  1.736E-01
 6.557E+02  2.301E-01
 7.150E+02  5.412E-01
 9.865E+02  1.881E-01
 8.199E+02  3.237E-01
 1.156E+03  4.020E-01
 8.538E+02  3.755E-01
 1.008E+03  5.695E-01
 6.677E+02  1.637E-01
 8.733E+02  3.405E-01
 7.149E+02  1.939E-01
 1.056E+03  5.805E-01
 7.336E+02  2.715E-01
 1.381E+03  2.610E-02
 1.314E+03  1.500E-01
 4.101E+02  1.045E+00
 3.530E+02  5.440E-01
 8.779E+02  1.646E-01
 6.382E+02  2.710E-01
 1.367E+03  1.082E-01
 3.510E+02  9.872E-01
 1.026E+03  3.354E-01
 1.334E+03  6.087E-01
 1.960E+03  1.454E-01
 1.405E+03  1.533E-01
 1.258E+03  2.766E-01
 1.670E+03  7.249E-02
 1.886E+03  5.244E-02
 1.427E+03  2.967E-01
 3.671E+03  3.094E-03
 1.243E+03  3.500E-01
 7.526E+02  9.507E-02
 1.092E+03  4.811E-01
 5.573E+02  2.452E-01
 1.382E+03  1.705E-01
 5.574E+02  1.087E-01
 7.693E+02  2.873E-01
 1.284E+03  9.550E-02
 4.122E+02  1.692E-01
 7.856E+02  5.402E-01
 4.737E+02  8.686E-01
 8.779E+02  4.568E-03
 2.031E+03  1.316E-01
 5.960E+02  2.513E-01
 9.124E+02  4.554E-01
 7.600E+02  6.017E-01
 1.161E+03  4.813E-01
 7.081E+02  1.200E-01
 1.820E+03  1.026E-01
 6.330E+02  7.632E-02
 5.687E+02  1.838E-02
 7.559E+02  7.175E-01
 9.576E+02  3.246E-01
 7.191E+02  2.874E-01
 1.165E+03  6.518E-02
 1.309E+03  1.720E-01
 9.375E+02  1.886E-01
 8.505E+02  4.318E-01
 1.691E+03  1.658E-02
 5.445E+02  4.130E-01
 8.599E+02  3.238E-01
 1.178E+03  1.743E-01
 3.411E+03  1.769E-02
 1.684E+03  7.661E-02
 8.027E+02  2.474E-01
 1.268E+03  9.369E-02
 1.706E+03  2.392E-01
 5.000E+02  7.028E-01
 1.182E+03  6.357E-01
 5.531E+02  5.965E-01
 1.643E+03  2.090E-01
 1.844E+03  1.897E-01
 5.618E+02  6.644E-01
 3.401E+02  7.592E-01
 7.278E+02  1.866E-01
 8.949E+02  7.293E-02
 1.241E+03  2.507E-01
 7.135E+02  8.856E-01
 5.870E+02  5.277E-01
 1.089E+03  2.548E-01
 1.916E+03  7.682E-02
 6.538E+02  4.996E-01
 1.139E+03  1.793E-01
 1.286E+03  2.293E-01
 1.351E+03  1.156E-01
 9.935E+02  1.523E-01
 1.268E+03  2.207E-01
 4.550E+02  5.395E-01
 6.986E+02  7.358E-01
 9.808E+02  3.116E-01
 1.400E+03  2.279E-01
 1.720E+03  5.684E-02
 5.050E+02  5.248E-01
 2.240E+03  3.247E-01
 9.393E+02  6.206E-02
 9.416E+02  1.686E-01
 6.948E+02  3.647E-01
 1.074E+03  2.882E-01
 6.261E+02  5.167E-01
 8.706E+02  1.787E-01
 8.348E+02  1.699E-01
 7.098E+02  5.022E-01
 7.449E+02  2.167E-01
 9.832E+02  4.669E-01
 1.122E+03  1.690E-02
 6.258E+02  6.464E-01
 5.566E+02  4.850E-01
 9.212E+02  3.961E-01
 7.774E+02  6.480E-01
 1.430E+03  2.901E-01
 1.034E+03  1.967E-01
 5.414E+02  5.516E-01
 1.208E+03  1.451E-01
 6.554E+02  6.133E-01
 1.360E+03  1.257E-01
 1.516E+03  4.212E-02
 2.037E+03  4.054E-01
 1.855E+03  8.440E-02
 1.002E+03  6.722E-01
 9.019E+02  1.568E-01
 7.534E+02  6.536E-01
 1.252E+03  3.762E-01
 7.414E+02  6.851E-01
 4.725E+02  3.059E-01
 7.846E+02  2.356E-02
 7.796E+02  2.949E-01
 1.159E+03  2.405E-01
 6.465E+02  9.156E-01
 7.216E+02  5.151E-01
 1.425E+03  1.111E-01
 9.580E+02  1.761E-01
 1.127E+03  1.532E-01
 8.661E+02  1.741E-01
 2.135E+03  1.511E-02
 6.112E+02  2.406E-01
 1.859E+03  1.651E-01
 1.074E+03  1.032E-01
 6.702E+02  1.736E-01
 8.955E+02  3.419E-01
 9.673E+02  2.323E-01
 9.409E+02  1.680E-01
 1.154E+03  1.549E-01
 1.519E+03  1.384E-01
 1.243E+03  3.159E-01
 1.053E+03  2.708E-01
 1.006E+03  1.396E-01
 6.414E+02  1.211E-01
 1.155E+03  2.672E-01
 8.235E+02  3.445E-01
 1.000E+03  6.156E-01
 5.336E+02  6.186E-01
 9.705E+02  2.218E-01
 1.113E+03  6.265E-02
 1.132E+03  2.960E-01
 4.363E+02  1.908E-01
 9.563E+02  4.400E-01
 7.453E+02  4.687E-01
 1.286E+03  3.522E-01
 1.160E+03  1.191E-01
 7.736E+02  2.112E-01
 1.045E+03  3.816E-01
 6.567E+02  6.140E-01
 1.083E+03  5.253E-02
 1.071E+03  3.076E-01
 1.192E+03  3.525E-01
 7.189E+02  6.073E-01
 1.890E+03  1.345E-02
 6.630E+02  5.602E-01
 1.193E+03  2.468E-01
 9.265E+02  4.247E-01
 7.812E+02  7.291E-01
 1.058E+03  1.202E-01
 9.118E+02  5.630E-01
 1.194E+03  5.533E-01
 8.817E+02  3.109E-01
 1.388E+03  4.183E-01
 1.033E+03  3.886E-01
 9.249E+02  2.986E-02
 6.428E+02  1.753E-01
 4.317E+03  7.421E-02
 6.568E+02  2.733E-01
 1.035E+03  4.580E-01
 8.395E+02  3.222E-01
 7.190E+02  5.687E-01
 1.340E+03  1.018E-01
 4.436E+02  3.328E-01
 1.165E+03  3.221E-01
 6.707E+02  5.427E-01
 1.503E+03  2.461E-01
 1.109E+03  4.495E-02
 1.497E+03  2.052E-01
 7.589E+02  3.051E-01
 6.204E+02  5.705E-01
 1.385E+03  2.541E-01
 8.934E+02  3.844E-01
 1.232E+03  4.215E-02
 6.770E+02  1.836E-01
 7.583E+02  8.213E-02
 8.081E+02  2.975E-01
 7.569E+02  2.533E-01
 1.688E+03  4.584E-02
 1.405E+03  2.553E-01
 1.152E+03  8.543E-02
 1.056E+03  7.675E-02
 6.494E+02  5.089E-01
 9.833E+02  2.865E-01
 7.426E+02  1.131E-01
 7.228E+02  1.017E-01
 9.821E+02  6.960E-03
 9.933E+02  4.540E-01
 1.584E+03  1.006E-01
 6.875E+02  4.839E-01
 1.204E+03  4.969E-01
 2.006E+03  2.161E-01
 7.548E+02  3.298E-01
 1.192E+03  7.326E-02
 1.575E+03  1.205E-01
 1.171E+03  7.805E-02
 7.043E+02  3.829E-01
 8.061E+02  1.911E-01
 1.082E+03  1.938E-01
 1.371E+03  5.361E-02
 7.465E+02  5.094E-02
 9.172E+02  2.742E-01
 5.423E+02  6.485E-01
 9.955E+02  5.151E-01
 6.974E+02  2.865E-01
 7.076E+02  5.903E-01
 7.365E+02  5.394E-01
 6.763E+02  5.628E-01
 1.047E+03  4.630E-01
 1.014E+03  3.852E-01
 5.648E+02  6.168E-02
 1.557E+03  2.219E-01
 8.620E+02  2.604E-01
 1.183E+03  6.597E-02
 7.343E+02  1.682E-01
